Customer ID,Churn Label,Account Length (in months),Local Calls,Local Mins,Intl Calls,Intl Mins,Intl Active,Intl Plan,Extra International Charges,Customer Service Calls,Avg Monthly GB Download,Unlimited Data Plan,Extra Data Charges,State,Phone Number,Gender,Age,Under 30,Senior,Group,Number of Customers in Group,Device Protection & Online Backup,Contract Type,Payment Method,Monthly Charge,Total Charges,Churn Category,Churn Reason
8480PQGG,No,9,25,60,0,0,No,no,0,1,5,Yes,0,MA,7749010854,Male,71,No,Yes,No,0,Yes,Two Year,Credit Card,20,170,,
1185OYLO,No,49,323,728.1,0,0,No,no,0,1,7,Yes,0,UT,8431925294,Male,22,Yes,No,No,0,No,Two Year,Credit Card,26,1239,,
5672EZBA,No,72,325,795.6,0,0,No,no,0,2,14,Yes,0,MN,9343819391,Female,26,Yes,No,No,0,Yes,Two Year,Credit Card,40,2902,,
5296KEGJ,No,52,58,207.9,0,0,No,no,0,1,6,Yes,0,KY,9722891773,Male,53,No,No,No,0,Yes,Month-to-Month,Credit Card,37,1912,,
9575RJOI,No,71,353,987.6,0,0,No,no,0,2,7,Yes,0,IN,9901493145,Female,53,No,No,No,0,Yes,Two Year,Direct Debit,65,4599,,
0512AFWB,No,1,2,4,0,0,No,no,0,1,5,No,6,CO,7678502651,Male,49,No,No,No,0,No,Month-to-Month,Direct Debit,36,36,,
8077GHOM,No,55,317,720.1,0,0,No,no,0,2,5,Yes,0,UT,9661288653,Male,69,No,Yes,No,0,Yes,Two Year,Direct Debit,44,2452,,
6322QQSN,No,70,127,421.3,0,0,No,no,0,2,1,Yes,0,DC,9689310532,Male,42,No,No,No,0,Yes,Two Year,Direct Debit,48,3383,,
2358PDPV,No,40,118,360.2,0,0,No,no,0,0,6,Yes,0,OK,7570511170,Male,41,No,No,No,0,Yes,Month-to-Month,Credit Card,68,2706,,
1949USEG,No,52,181,361.1,0,0,No,no,0,0,9,Yes,0,NE,7305624420,Male,43,No,No,No,0,No,One Year,Direct Debit,64,3310,,
8302REXC,No,73,364,1089.5,0,0,No,no,0,0,1,Yes,0,SC,7540142592,Male,46,No,No,No,0,Yes,Two Year,Credit Card,39,2811,,
7678JONZ,No,45,98,272.8,135,450,Yes,yes,0,1,0,No,0,GA,8964391726,Male,49,No,No,No,0,No,Two Year,Direct Debit,9,431,,
0836JUGJ,No,40,171,395.9,0,0,No,no,0,1,0,No,0,KS,8180769008,Male,29,Yes,No,No,0,No,Two Year,Credit Card,16,622,,
7513YGXP,No,12,57,118.9,0,0,No,no,0,1,2,Yes,0,PA,7939149662,Male,44,No,No,No,0,No,Month-to-Month,Direct Debit,33,394,,
8827OIVO,No,9,27,78.8,0,0,No,no,0,1,3,Yes,0,UT,9258684237,Male,62,No,No,No,0,No,Month-to-Month,Direct Debit,43,377,,
9794SSZD,No,54,116,217.9,270,540,Yes,yes,0,1,4,Yes,0,MN,8814444263,Female,31,No,No,No,0,Yes,One Year,Credit Card,36,1963,,
7644SVJD,No,3,8,19.3,0,0,No,no,0,2,0,No,0,OH,7377512681,Male,32,No,No,No,0,No,Month-to-Month,Direct Debit,9,26,,
5005LVSG,No,20,61,158.9,0,0,No,no,0,1,9,No,61,TX,9364454259,Male,44,No,No,No,0,No,One Year,Credit Card,23,450,,
9601QTZN,No,51,342,763.4,0,0,No,no,0,0,0,Yes,0,NM,7923057054,Male,33,No,No,No,0,Yes,Month-to-Month,Direct Debit,44,2241,,
8623BDJS,No,4,25,64.6,0,0,No,no,0,0,10,Yes,0,MI,9807673305,Female,28,Yes,No,No,0,No,Month-to-Month,Credit Card,43,174,,
6744MTWZ,No,1,4,11,0,0,No,no,0,1,0,No,0,NC,8854118540,Female,29,Yes,No,No,0,No,Month-to-Month,Credit Card,10,10,,
0333JKXT,No,12,51,108.6,0,0,No,no,0,0,1,Yes,0,KY,7459580053,Male,51,No,No,No,0,No,Month-to-Month,Credit Card,33,398,,
1834YVMF,No,23,101,369.3,0,0,No,no,0,2,2,Yes,0,OR,8926873816,Male,48,No,No,No,0,No,One Year,Direct Debit,34,783,,
6461PUKX,No,15,41,116.1,0,0,No,no,0,1,1,Yes,0,WV,7593479290,Female,76,No,Yes,No,0,No,Two Year,Direct Debit,30,438,,
5876RKVY,No,58,202,461.5,0,0,No,no,0,0,4,Yes,0,SC,7359694286,Male,33,No,No,No,0,Yes,Two Year,Direct Debit,40,2288,,
5277AXXO,No,3,18,41.6,0,0,No,no,0,2,18,Yes,0,CT,9191329897,Male,24,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,35,105,,
8041NXWL,No,3,18,48.7,0,0,No,no,0,0,6,Yes,0,WV,7778152891,Male,46,No,No,No,0,No,Month-to-Month,Credit Card,39,128,,
2181YLOH,No,1,6,14,0,0,No,no,0,0,0,No,0,MT,7711012922,Male,58,No,No,No,0,No,Month-to-Month,Credit Card,13,13,,
0588VBTO,No,25,80,269.7,0,0,No,no,0,0,8,Yes,0,UT,7915239854,Male,58,No,No,No,0,Yes,Month-to-Month,Direct Debit,55,1349,,
8004RCEL,No,57,335,794.4,0,0,No,no,0,1,6,Yes,0,HI,8318458021,Male,83,No,Yes,No,0,Yes,One Year,Direct Debit,33,1868,,
9552RQZR,No,73,168,513.4,0,0,No,no,0,2,0,No,0,KS,8164715998,Female,38,No,No,No,0,No,Two Year,Credit Card,9,673,,
5225AOLI,No,70,108,349,0,0,No,no,0,1,0,No,0,NY,9103252472,Male,26,Yes,No,No,0,No,Two Year,Direct Debit,13,925,,
8602CQVO,No,26,92,184.2,0,0,No,no,0,1,0,No,0,KS,9341989323,Female,54,No,No,No,0,No,One Year,Credit Card,14,365,,
7186ABWT,No,35,44,138.3,0,0,No,no,0,2,3,Yes,0,IN,9953764406,Female,53,No,No,No,0,Yes,Two Year,Credit Card,72,2479,,
7006DKNS,No,72,363,1006.1,0,0,No,no,0,0,37,No,5,VA,8235279951,Male,20,Yes,No,No,0,Yes,Two Year,Direct Debit,38,2765,,
4312SNZQ,No,37,175,337.2,185,270.1,Yes,yes,0,2,10,Yes,0,MO,8153540542,Female,64,No,No,No,0,Yes,Two Year,Direct Debit,52,1965,,
3554BINB,No,13,36,65.1,0,0,No,no,0,1,3,Yes,0,AL,7581069002,Male,38,No,No,No,0,No,Month-to-Month,Credit Card,20,265,,
7426SLFM,No,61,303,911.5,0,0,No,no,0,0,6,Yes,0,VT,8954565559,Male,60,No,No,No,0,No,Two Year,Credit Card,21,1249,,
1828ABBV,No,1,2,5,0,0,No,no,0,2,4,No,5,AZ,7306263864,Female,39,No,No,No,0,No,Month-to-Month,Direct Debit,15,15,,
4926WKGV,No,19,134,305.3,0,0,No,no,0,1,2,Yes,0,VA,9632538236,Female,68,No,Yes,No,0,Yes,Month-to-Month,Credit Card,29,546,,
3924FSUH,No,2,6,17.4,0,0,No,no,0,1,10,Yes,0,CO,8830839987,Male,19,Yes,No,No,0,No,Month-to-Month,Direct Debit,50,96,,
7390PPJX,No,9,45,106.9,0,0,No,no,0,0,0,No,0,IL,7189911726,Male,35,No,No,No,0,No,Month-to-Month,Credit Card,9,79,,
8565JMRB,No,27,98,325,0,0,No,no,0,0,1,Yes,0,WA,7633303995,Male,62,No,No,No,0,Yes,One Year,Direct Debit,33,886,,
9949WDVY,No,23,91,271.9,0,0,No,no,0,1,0,No,0,OH,8832102881,Female,75,No,Yes,No,0,No,Two Year,Credit Card,8,173,,
1095OQFE,No,11,63,159,0,0,No,no,0,1,0,No,0,OH,9303904188,Female,34,No,No,No,0,No,One Year,Credit Card,12,132,,
0721MJCK,No,1,3,7,0,0,No,no,0,1,0,No,0,VA,8111923286,Male,40,No,No,No,0,No,Month-to-Month,Credit Card,8,8,,
8303BIWQ,No,29,87,263.7,174,150.8,Yes,no,50.3,1,1,Yes,0,WV,7922553179,Female,46,No,No,No,0,No,One Year,Credit Card,27,778,,
6423BGCS,No,45,216,407.6,180,531,Yes,no,106.2,1,8,Yes,0,LA,7240914695,Male,77,No,Yes,No,0,Yes,Two Year,Direct Debit,40,1818,,
7743FHMR,No,67,501,999.3,134,817.4,Yes,no,163.5,2,0,No,0,ME,9127035951,Male,70,No,Yes,No,0,No,Two Year,Credit Card,10,647,,
0275CTJV,No,5,34,75.1,10,50.5,Yes,no,12.6,1,0,No,0,CO,9874601895,Male,30,No,No,No,0,No,Month-to-Month,Credit Card,11,57,,
0147ZLZT,No,2,8,22.9,14,5.8,Yes,no,2.9,0,0,No,0,LA,9181319229,Female,36,No,No,No,0,No,Month-to-Month,Credit Card,9,17,,
0790OYWF,No,7,19,66.5,42,65.8,Yes,no,16.5,1,0,No,0,WV,9750931518,Female,63,No,No,No,0,No,Month-to-Month,Paper Check,13,87,,
1444UPXI,No,19,58,94.9,133,148.2,Yes,no,29.6,0,0,No,0,WV,9110901938,Male,48,No,No,No,0,No,Two Year,Credit Card,10,196,,
7515XBZS,No,68,327,954.4,0,0,No,no,0,2,7,Yes,0,KY,8244310116,Female,65,No,Yes,No,0,Yes,Two Year,Direct Debit,51,3452,,
9804AROP,No,26,165,418.6,0,0,No,no,0,1,5,Yes,0,ME,8117167769,Female,72,No,Yes,No,0,No,Two Year,Direct Debit,45,1173,,
3292VXEM,No,67,115,269.2,0,0,No,no,0,0,28,Yes,0,TX,7941573344,Male,33,No,No,No,0,Yes,One Year,Direct Debit,28,1904,,
8980MABK,No,35,58,139.1,0,0,No,no,0,1,0,No,0,MN,9041823526,Male,20,Yes,No,No,0,No,One Year,Credit Card,11,387,,
0132YVGO,No,67,338,875.5,0,0,No,no,0,2,5,Yes,0,VA,8044691748,Female,79,No,Yes,No,0,No,One Year,Direct Debit,40,2668,,
2949LLJY,No,72,362,648.1,0,0,No,no,0,2,3,Yes,0,DC,7428281351,Male,73,No,Yes,No,0,Yes,Two Year,Credit Card,37,2685,,
7646FHAI,No,47,100,330,0,0,No,no,0,2,8,Yes,0,MN,9502360189,Female,27,Yes,No,No,0,Yes,One Year,Direct Debit,30,1434,,
2868XYKV,No,63,402,883.4,0,0,No,no,0,1,7,Yes,0,MI,9784408338,Female,67,No,Yes,No,0,Yes,One Year,Direct Debit,40,2528,,
8705UDYY,No,2,9,22.3,0,0,No,no,0,1,12,Yes,0,AL,7304994297,Female,22,Yes,No,No,0,No,Month-to-Month,Direct Debit,18,33,,
4798PWPP,No,37,223,590.2,0,0,No,no,0,0,3,Yes,0,MS,9160315107,Male,55,No,No,No,0,No,Month-to-Month,Paper Check,26,962,,
3870IVUT,No,25,30,101.9,0,0,No,no,0,1,5,No,48,LA,7664592342,Male,36,No,No,No,0,Yes,One Year,Credit Card,24,603,,
9633XEWF,No,24,147,338.5,0,0,No,no,0,2,9,Yes,0,DE,9715065472,Male,72,No,Yes,No,0,Yes,Two Year,Credit Card,15,369,,
7846CLJE,No,38,167,304.7,0,0,No,no,0,2,7,Yes,0,CT,7334383944,Female,62,No,No,No,0,Yes,Month-to-Month,Direct Debit,38,1448,,
1243JPVL,No,22,64,152.3,0,0,No,no,0,2,2,Yes,0,CO,7353428743,Female,64,No,No,No,0,No,Month-to-Month,Direct Debit,37,812,,
0193UCEP,No,1,5,16,0,0,No,no,0,2,11,Yes,0,MA,7743083982,Male,33,No,No,No,0,No,Month-to-Month,Credit Card,19,19,,
2640DBEN,No,10,61,164.2,0,0,No,no,0,1,11,Yes,0,OR,9841001344,Female,40,No,No,No,0,No,Month-to-Month,Paper Check,39,401,,
7432UUYS,No,51,173,458.5,0,0,No,no,0,0,2,Yes,0,SC,8822951875,Male,61,No,No,No,0,No,One Year,Credit Card,51,2582,,
1933NRKM,No,9,25,54.7,0,0,No,no,0,2,0,No,0,IN,7168107289,Female,67,No,Yes,No,0,No,Month-to-Month,Paper Check,13,115,,
2915ORMA,No,6,19,48.3,0,0,No,no,0,2,12,Yes,0,MD,7520461544,Female,42,No,No,No,0,No,Month-to-Month,Credit Card,32,192,,
1131ONIP,No,52,313,775.8,0,0,No,no,0,0,6,Yes,0,ND,9680527374,Female,43,No,No,No,0,Yes,Two Year,Direct Debit,31,1585,,
2243VJKZ,No,71,182,706.9,0,0,No,no,0,0,6,Yes,0,CO,9695066001,Male,56,No,No,No,0,Yes,One Year,Direct Debit,43,3072,,
3409TXEO,No,43,49,172.3,0,0,No,no,0,2,2,No,53,FL,8631880961,Male,36,No,No,No,0,Yes,Two Year,Credit Card,27,1175,,
1784OLPR,No,2,10,19,0,0,No,no,0,0,30,Yes,0,MI,9433947358,Male,21,Yes,No,No,0,No,Month-to-Month,Paper Check,12,18,,
8598CFRJ,No,51,238,660.5,0,0,No,no,0,2,2,Yes,0,MS,8905721475,Male,57,No,No,No,0,No,One Year,Credit Card,35,1784,,
8724XHQR,No,8,38,97.5,0,0,No,no,0,2,0,No,0,AR,9071295832,Male,39,No,No,No,0,No,One Year,Paper Check,7,60,,
3986TQJO,No,17,90,188.6,136,190.4,Yes,yes,0,0,2,Yes,0,NY,9872426575,Male,62,No,No,No,0,Yes,Month-to-Month,Direct Debit,48,827,,
9756KQEX,No,68,263,616.4,0,0,No,no,0,0,20,No,45,WV,7312870772,Female,23,Yes,No,No,0,Yes,Two Year,Credit Card,47,3202,,
6556OEBO,No,4,18,42.4,0,0,No,no,0,1,0,No,0,VA,9119897705,Female,50,No,No,No,0,No,One Year,Direct Debit,13,50,,
5846GACF,No,38,71,189.8,0,0,No,no,0,1,19,Yes,0,MN,9015296511,Female,23,Yes,No,No,0,No,One Year,Credit Card,24,921,,
7584KNBY,No,10,28,73.4,0,0,No,no,0,1,3,Yes,0,AL,7179585178,Male,58,No,No,No,0,Yes,Month-to-Month,Direct Debit,47,497,,
7597KGXY,No,70,176,421.2,0,0,No,no,0,1,9,Yes,0,CO,7965542536,Female,45,No,No,No,0,Yes,Two Year,Credit Card,25,1752,,
0705HLMK,No,18,105,263.3,0,0,No,no,0,1,0,No,0,AZ,8352633498,Female,34,No,No,No,0,No,One Year,Paper Check,10,170,,
1069PLVC,No,54,287,698.3,0,0,No,no,0,3,5,Yes,0,MA,8810239504,Female,68,No,Yes,No,0,Yes,Month-to-Month,Credit Card,48,2593,,
1598FUNK,No,57,356,680.7,0,0,No,no,0,0,3,Yes,0,AZ,8211231690,Female,46,No,No,No,0,No,Month-to-Month,Direct Debit,34,1935,,
0162YMSU,No,9,36,109.9,0,0,No,no,0,1,8,Yes,0,WI,8938175762,Male,70,No,Yes,No,0,No,Two Year,Direct Debit,31,283,,
6598AMLO,No,25,58,201.4,0,0,No,no,0,0,3,Yes,0,ME,9940808506,Male,35,No,No,No,0,No,Month-to-Month,Direct Debit,18,455,,
3366JZNW,No,53,177,369.5,0,0,No,no,0,1,0,No,0,DC,7211223485,Female,39,No,No,No,0,No,Two Year,Credit Card,11,565,,
6525VSWD,No,72,185,648,0,0,No,no,0,1,11,Yes,0,GA,8591763458,Female,34,No,No,No,0,Yes,Two Year,Direct Debit,57,4121,,
3612VZJO,No,56,365,667.8,728,627.2,Yes,yes,0,0,0,No,0,VA,9673086379,Male,50,No,No,No,0,No,Two Year,Direct Debit,17,922,,
8288IFVJ,No,1,2,6,0,0,No,no,0,3,0,No,0,NY,9992871136,Female,30,No,No,No,0,No,Month-to-Month,Paper Check,9,9,,
2300WVYX,No,73,502,1165.6,0,0,No,no,0,3,8,Yes,0,AR,8887837484,Male,60,No,No,No,0,No,Two Year,Direct Debit,64,4646,,
2987MPZD,No,36,47,145.7,0,0,No,no,0,1,4,Yes,0,HI,8831072775,Male,62,No,No,No,0,No,Month-to-Month,Direct Debit,43,1577,,
5314XGQJ,No,5,11,26.1,0,0,No,no,0,1,1,Yes,0,DE,7891470185,Male,49,No,No,No,0,Yes,Month-to-Month,Direct Debit,42,219,,
5446SSME,No,45,94,313.4,0,0,No,no,0,3,4,Yes,0,OK,7377994412,Female,75,No,Yes,No,0,Yes,One Year,Credit Card,46,2045,,
6700TKYA,No,43,74,214.2,0,0,No,no,0,0,0,No,0,ND,8211312533,Male,64,No,No,No,0,No,One Year,Credit Card,8,337,,
8829VSVA,No,69,448,1033.1,0,0,No,no,0,0,0,No,0,AR,7550995611,Female,23,Yes,No,No,0,No,Two Year,Credit Card,15,1059,,
1989ZEUQ,No,17,91,258.5,0,0,No,no,0,1,9,Yes,0,MA,7400167746,Male,42,No,No,No,0,No,Month-to-Month,Credit Card,43,734,,
2810PQJE,No,4,16,33.2,0,0,No,no,0,1,0,No,0,IA,8125994808,Male,30,No,No,No,0,No,Month-to-Month,Paper Check,11,47,,
4853BBMH,No,70,282,556,0,0,No,no,0,3,4,Yes,0,NY,8527046799,Male,51,No,No,No,0,Yes,One Year,Direct Debit,54,3771,,
4286CXQJ,No,23,47,92.1,0,0,No,no,0,2,10,Yes,0,PA,7622072688,Male,59,No,No,No,0,No,One Year,Direct Debit,34,784,,
7126IPBQ,No,72,255,869.2,0,0,No,no,0,2,7,Yes,0,VT,7691522106,Female,72,No,Yes,No,0,Yes,Two Year,Direct Debit,43,3106,,
9532FEIX,No,1,5,13,0,0,No,no,0,2,5,Yes,0,NC,8678565297,Male,36,No,No,No,0,No,Month-to-Month,Paper Check,47,47,,
8588PKPK,No,71,246,854.5,0,0,No,no,0,1,14,No,44,CT,8677491147,Male,21,Yes,No,No,0,Yes,One Year,Direct Debit,31,2207,,
3436SNPV,No,15,79,190,0,0,No,no,0,2,7,Yes,0,IN,9692226066,Male,20,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,39,576,,
2733ZPOH,No,6,38,87.2,0,0,No,no,0,1,0,No,0,NH,9378093208,Male,24,Yes,No,No,0,No,Month-to-Month,Paper Check,9,50,,
3800JHGC,No,16,116,262.5,0,0,No,no,0,1,7,Yes,0,NM,9053675721,Female,59,No,No,No,0,Yes,Month-to-Month,Direct Debit,50,813,,
7073JEYW,No,47,102,281.9,94,517,Yes,yes,0,2,35,Yes,0,WA,9336394361,Female,19,Yes,No,No,0,No,Month-to-Month,Credit Card,38,1796,,
9753AUWC,No,8,52,125.8,0,0,No,no,0,1,24,No,5,SC,8923015900,Female,21,Yes,No,No,0,Yes,Month-to-Month,Paper Check,37,293,,
7909JGEF,No,17,65,154.5,0,0,No,no,0,2,4,Yes,0,MT,9264358179,Male,61,No,No,No,0,No,Month-to-Month,Paper Check,17,292,,
5558XZOH,No,26,59,206.6,0,0,No,no,0,2,1,Yes,0,NM,8517956484,Female,58,No,No,No,0,Yes,One Year,Direct Debit,41,1047,,
9769EXKO,No,23,96,252.6,0,0,No,no,0,1,2,Yes,0,AZ,8751073640,Female,43,No,No,No,0,No,Month-to-Month,Direct Debit,35,797,,
5095HRAY,No,4,14,30.6,0,0,No,no,0,2,2,Yes,0,CT,8325150885,Female,73,No,Yes,No,0,No,Two Year,Direct Debit,43,186,,
6562ATLI,No,24,159,387.4,0,0,No,no,0,1,0,No,0,IN,9761316867,Female,48,No,No,No,0,No,Month-to-Month,Paper Check,9,219,,
4757XIQH,No,4,12,28.3,0,0,No,no,0,0,6,Yes,0,ND,7684159740,Male,69,No,Yes,No,0,No,Two Year,Direct Debit,59,209,,
1090ZOTC,No,17,45,134.3,0,0,No,no,0,1,0,No,0,NV,9227534547,Male,26,Yes,No,No,0,No,One Year,Paper Check,8,137,,
4780GXOW,No,20,79,160.3,0,0,No,no,0,2,1,Yes,0,UT,9382503445,Male,52,No,No,No,0,No,Month-to-Month,Paper Check,26,528,,
7968CFOX,No,38,48,150.5,0,0,No,no,0,1,1,Yes,0,NC,7980278808,Male,81,No,Yes,No,0,No,Two Year,Direct Debit,44,1661,,
2095NQQJ,No,31,135,341,0,0,No,no,0,2,19,Yes,0,MI,7479798882,Male,20,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,35,1076,,
3284AYVZ,No,14,50,163.4,0,0,No,no,0,1,5,Yes,0,AR,7954786739,Male,38,No,No,No,0,No,Month-to-Month,Direct Debit,21,287,,
5398DIKE,No,64,217,512.1,0,0,No,no,0,2,21,Yes,0,NH,9593695339,Female,25,Yes,No,No,0,Yes,Two Year,Paper Check,32,2064,,
0356UCZR,No,53,145,480.5,0,0,No,no,0,1,0,No,0,TX,9981355193,Female,29,Yes,No,No,0,No,One Year,Paper Check,7,388,,
0029FTVA,No,27,173,429.3,0,0,No,no,0,1,3,Yes,0,CT,8261400130,Male,30,No,No,No,0,No,One Year,Direct Debit,39,1047,,
6963QYLP,No,21,103,250.5,0,0,No,no,0,1,0,No,0,NH,8675059246,Female,43,No,No,No,0,No,Two Year,Credit Card,12,260,,
5187PZYV,No,16,83,222.1,0,0,No,no,0,0,0,No,0,OR,7501611219,Female,32,No,No,No,0,No,One Year,Paper Check,8,129,,
5189SKIW,No,60,181,358.6,0,0,No,no,0,2,6,Yes,0,SC,8269439038,Male,57,No,No,No,0,No,One Year,Credit Card,23,1393,,
5449CJQK,No,50,244,452.2,0,0,No,no,0,0,0,No,0,NY,8383158630,Female,57,No,No,No,0,No,Two Year,Paper Check,14,715,,
8581JVQB,No,29,49,114.5,0,0,No,no,0,2,0,No,0,UT,9698657658,Female,60,No,No,No,0,No,Two Year,Paper Check,8,236,,
1517FWOM,No,3,18,28.6,12,36.6,Yes,yes,0,0,0,No,0,AL,7546034800,Female,41,No,No,No,0,No,Month-to-Month,Paper Check,8,27,,
0894CTMY,No,63,381,1009.5,0,0,No,no,0,1,1,Yes,0,DE,7126979233,Female,32,No,No,No,0,Yes,Two Year,Paper Check,28,1787,,
1896DJLE,No,45,77,180.1,0,0,No,no,0,0,4,No,24,WV,8984910975,Female,55,No,No,No,0,No,Two Year,Credit Card,53,2375,,
9639CDJJ,No,71,284,707.6,0,0,No,no,0,0,4,Yes,0,NC,7376541505,Female,54,No,No,No,0,Yes,Two Year,Credit Card,36,2518,,
5024NWWY,No,13,37,90.9,0,0,No,no,0,2,1,Yes,0,CT,7502797809,Male,84,No,Yes,No,0,No,Two Year,Credit Card,13,164,,
7899HFSN,No,54,189,540.7,0,0,No,no,0,1,0,No,0,OK,7163940401,Male,48,No,No,No,0,No,Two Year,Direct Debit,11,573,,
0609FKTS,No,8,19,48.7,0,0,No,no,0,2,4,Yes,0,ID,7869693829,Female,37,No,No,No,0,Yes,Month-to-Month,Direct Debit,35,287,,
1220FSQV,No,4,9,24.6,0,0,No,no,0,1,0,No,0,OR,9091872198,Female,64,No,No,No,0,No,One Year,Paper Check,10,34,,
6873JCIW,No,39,247,630.7,0,0,No,no,0,2,9,Yes,0,DE,8091164045,Male,36,No,No,No,0,Yes,One Year,Direct Debit,59,2341,,
2104ORNT,No,71,477,1143.1,0,0,No,no,0,2,0,No,0,WA,7822644901,Female,54,No,No,No,0,No,Two Year,Direct Debit,14,988,,
3977PAQV,No,51,235,505.6,0,0,No,no,0,2,7,Yes,0,MN,7876388722,Female,38,No,No,No,0,No,Two Year,Paper Check,39,1953,,
3316FKPG,No,1,6,14,0,0,No,no,0,1,23,No,36,WA,7867956121,Male,23,Yes,No,No,0,No,Month-to-Month,Direct Debit,31,31,,
9435VUDC,No,74,112,370.3,0,0,No,no,0,2,8,Yes,0,PA,9511452635,Female,48,No,No,No,0,Yes,Two Year,Direct Debit,30,2194,,
2686CAXC,No,5,25,54.6,0,0,No,no,0,2,0,No,0,WA,9939587299,Female,64,No,No,No,0,No,Month-to-Month,Paper Check,9,51,,
4211YHAV,No,5,15,42.2,0,0,No,no,0,0,0,No,0,DC,8976365450,Female,60,No,No,No,0,No,Month-to-Month,Credit Card,8,37,,
0028IZYZ,No,48,324,678.8,0,0,No,no,0,0,2,Yes,0,KY,8095587895,Male,44,No,No,No,0,Yes,One Year,Credit Card,45,2161,,
5741TGXD,No,17,139,202.2,0,0,No,no,0,0,0,No,0,ID,9122738295,Female,67,No,Yes,No,0,No,One Year,Credit Card,7,121,,
5694LJNV,No,40,80,158.4,0,0,No,no,0,0,14,Yes,0,WV,7826673599,Male,40,No,No,No,0,Yes,Month-to-Month,Direct Debit,30,1207,,
5388OITX,No,50,252,749,450,440,Yes,yes,0,0,3,Yes,0,OK,8303090702,Male,67,No,Yes,No,0,No,One Year,Direct Debit,28,1409,,
3835MZPM,No,43,87,257.1,0,0,No,no,0,0,1,Yes,0,WV,9439104054,Male,39,No,No,No,0,No,Month-to-Month,Direct Debit,28,1217,,
3671EUGD,No,2,11,29.1,0,0,No,no,0,0,0,No,0,KS,7897270283,Female,30,No,No,No,0,No,Month-to-Month,Paper Check,8,17,,
6799MQQS,No,69,113,411.7,0,0,No,no,0,0,7,No,6,NC,9632890632,Male,54,No,No,No,0,Yes,One Year,Credit Card,51,3469,,
7515BQEE,No,71,380,1066.9,0,0,No,no,0,0,8,Yes,0,WI,7859602008,Male,24,Yes,No,No,0,Yes,Two Year,Credit Card,28,1960,,
2376WVEY,No,3,7,16.3,0,0,No,no,0,0,9,Yes,0,SC,7714258519,Male,56,No,No,No,0,No,Month-to-Month,Direct Debit,12,40,,
7689RFPT,No,2,6,14.8,12,23.4,Yes,yes,0,0,4,Yes,0,UT,9988605729,Male,60,No,No,No,0,No,Month-to-Month,Direct Debit,23,57,,
6013PBRU,No,3,6,12.7,0,0,No,no,0,0,1,Yes,0,NC,7321949457,Male,60,No,No,No,0,No,Month-to-Month,Credit Card,14,43,,
5096NJRS,No,13,39,115.6,0,0,No,no,0,0,2,Yes,0,AR,7695258516,Female,58,No,No,No,0,No,Month-to-Month,Direct Debit,34,441,,
4548XBJX,No,7,18,47.6,0,0,No,no,0,0,0,No,0,ME,7134181391,Male,43,No,No,No,0,No,Month-to-Month,Paper Check,11,75,,
1056ZSEU,No,15,75,213.5,0,0,No,no,0,0,1,Yes,0,CT,8977377215,Female,56,No,No,No,0,Yes,Month-to-Month,Paper Check,53,806,,
7340DAUU,No,4,7,15.8,0,0,No,no,0,0,2,Yes,0,OK,9050320516,Male,75,No,Yes,No,0,Yes,Two Year,Direct Debit,17,65,,
7694QOGF,No,62,368,925.6,0,0,No,no,0,0,2,Yes,0,AZ,8839022771,Female,57,No,No,No,0,Yes,One Year,Credit Card,29,1794,,
6708ZFIQ,No,16,56,158.3,0,0,No,no,0,0,1,Yes,0,AK,7612880270,Male,46,No,No,No,0,No,Month-to-Month,Direct Debit,25,393,,
1662ZWHY,No,16,56,161.6,0,0,No,no,0,0,15,Yes,0,SD,8641773647,Male,29,Yes,No,No,0,No,Month-to-Month,Credit Card,17,272,,
0155AAFX,No,18,86,161,162,185.4,Yes,yes,0,0,12,No,60,AR,9146784049,Female,19,Yes,No,No,0,No,Month-to-Month,Direct Debit,25,455,,
5868DLPS,No,10,33,104.3,0,0,No,no,0,0,12,Yes,0,KS,9643773802,Male,32,No,No,No,0,No,Month-to-Month,Credit Card,28,292,,
2284JUVE,No,72,676,933.4,0,0,No,no,0,0,4,Yes,0,OK,8924658437,Female,41,No,No,No,0,Yes,Two Year,Direct Debit,68,4871,,
2428ERNF,No,9,51,126,0,0,No,no,0,0,0,No,0,NM,9854318838,Male,33,No,No,No,0,No,One Year,Credit Card,11,98,,
8983CBJM,No,17,27,86.1,0,0,No,no,0,0,5,No,47,IL,7192168032,Male,82,No,Yes,No,0,Yes,Two Year,Direct Debit,66,1132,,
1782BXIP,No,23,125,324.1,0,0,No,no,0,0,4,Yes,0,NY,9604689352,Male,48,No,No,No,0,No,Month-to-Month,Credit Card,54,1255,,
9438KAJT,No,1,5,12,0,0,No,no,0,0,3,Yes,0,WY,9057201219,Male,43,No,No,No,0,No,Month-to-Month,Direct Debit,11,11,,
5951QYBK,No,6,37,80,0,0,No,no,0,0,7,Yes,0,NC,9162265022,Female,50,No,No,No,0,No,Month-to-Month,Credit Card,36,219,,
3832UBXY,No,65,438,1032.9,325,682.5,Yes,yes,0,0,0,No,0,WV,9401844930,Male,54,No,No,No,0,No,One Year,Credit Card,13,851,,
